Group,MediumID,kx,ky,kz,CandidateLength,LengthError,Valid
3,A222,0,0,-1,7823.10938079648,2823.10938079648,0
3,A222,0,0,0,5000,-2.72848410531878e-12,1
3,A222,0,0,1,13740.4133713689,8740.41337136893,0
3,A222,0,1,-1,14401.0187298795,9401.01872987947,0
3,A222,0,1,0,13083.8946829464,8083.89468294641,0
3,A222,0,1,1,18302.6571756816,13302.6571756816,0
3,A222,1,-1,-1,16632.1115751066,11632.1115751066,0
3,A222,1,-1,0,15505.6794453803,10505.6794453803,0
3,A222,1,-1,1,20105.3489071685,15105.3489071685,0
3,A222,1,0,-1,14927.0035680718,9927.0035680718,0
3,A222,1,0,0,13660.6879452435,8660.68794524355,0
3,A222,1,0,1,18719.3310444956,13719.3310444956,0
3,A222,1,1,-1,19209.4699457237,14209.4699457237,0
3,A222,1,1,0,18242.8806719705,13242.8806719705,0
3,A222,1,1,1,22284.5609072257,17284.5609072257,0
3,A223,-1,-1,-1,16564.5995814182,11564.5995814182,0
3,A223,-1,-1,0,14396.0245293504,9396.02452935039,0
3,A223,-1,-1,1,18441.9382171885,13441.9382171885,0
3,A223,-1,0,-1,10819.9659903941,5819.96599039406,0
3,A223,-1,0,0,7066.20315234594,2066.20315234594,0
3,A223,-1,0,1,13520.0144211152,8520.01442111521,0
3,A223,-1,1,-1,12639.5161605913,7639.51616059135,0
3,A223,-1,1,0,9623.76910211323,4623.76910211323,0
3,A223,-1,1,1,15015.874755995,10015.874755995,0
3,A223,0,-1,-1,15794.1360100037,10794.1360100037,0
3,A223,0,-1,0,13502.3810959191,8502.38109591913,0
3,A223,0,-1,1,17753.136574036,12753.136574036,0
3,A223,0,0,-1,9598.98104191588,4598.98104191588,0
3,A223,0,0,0,5000.00000000001,5.45696821063757e-12,1
3,A223,0,0,1,12564.2175624644,7564.21756246443,0
3,A223,0,1,-1,11611.4659618683,6611.4659618683,0
3,A223,0,1,0,8227.13223064792,3227.13223064792,0
3,A223,0,1,1,14161.4006262624,9161.40062626241,0
3,A223,1,-1,-1,20603.9681933425,15603.9681933425,0
3,A223,1,-1,0,18904.5779712008,13904.5779712008,0
3,A223,1,-1,1,22141.4234236679,17141.4234236679,0
3,A223,1,0,-1,16346.5351084821,11346.5351084821,0
3,A223,1,0,0,14144.5669078193,9144.56690781929,0
3,A223,1,0,1,18246.3239028226,13246.3239028226,0
3,A223,1,1,-1,17603.8323893805,12603.8323893805,0
3,A223,1,1,0,15580.5801480671,10580.5801480671,0
3,A223,1,1,1,19380.7647090429,14380.7647090429,0
3,A224,-1,-1,-1,17191.332006859,12191.332006859,0
3,A224,-1,-1,0,14786.7808626046,9786.78086260455,0
3,A224,-1,-1,1,18486.640592258,13486.640592258,0
3,A224,-1,0,-1,12301.0308002697,7301.03080026966,0
3,A224,-1,0,0,8626.83898411334,3626.83898411334,0
3,A224,-1,0,1,14054.5132596776,9054.51325967756,0
3,A224,-1,1,-1,14390.5809934246,9390.58099342456,0
3,A224,-1,1,0,11410.3380071296,6410.33800712963,0
3,A224,-1,1,1,15915.4894849509,10915.4894849509,0
3,A224,0,-1,-1,15178.2172327524,10178.2172327524,0
3,A224,0,-1,0,12388.9172437811,7388.91724378107,0
3,A224,0,-1,1,16631.0631825476,11631.0631825476,0
3,A224,0,0,-1,9281.7962132203,4281.7962132203,0
3,A224,0,0,0,3042.81663141002,-1957.18336858998,0
3,A224,0,0,1,11505.0304285134,6505.03042851344,0
3,A224,0,1,-1,11913.2364839652,6913.23648396522,0
3,A224,0,1,0,8064.25418941608,3064.25418941608,0
3,A224,0,1,1,13716.3839163298,8716.38391632976,0
3,A224,1,-1,-1,19110.5902723906,14110.5902723906,0
3,A224,1,-1,0,16980.0368865272,11980.0368865272,0
3,A224,1,-1,1,20283.7039215341,15283.7039215341,0
3,A224,1,0,-1,14865.6692798649,9865.66927986488,0
3,A224,1,0,0,12003.9624810707,7003.96248107071,0
3,A224,1,0,1,16346.317853131,11346.317853131,0
3,A224,1,1,-1,16636.1529722904,11636.1529722904,0
3,A224,1,1,0,14137.4883846489,9137.4883846489,0
3,A224,1,1,1,17971.5210801623,12971.5210801623,0
3,A225,-1,-1,-1,14438.2018812185,9438.20188121847,0
3,A225,-1,-1,0,10639.3127882008,5639.31278820084,0
3,A225,-1,-1,1,14762.3941028387,9762.39410283871,0
3,A225,-1,0,-1,11008.7924453289,6008.79244532886,0
3,A225,-1,0,0,5091.83799297298,91.8379929729763,0
3,A225,-1,0,1,11430.665649429,6430.66564942901,0
3,A225,-1,1,-1,15294.6182902954,10294.6182902954,0
3,A225,-1,1,0,11775.3408310839,6775.34083108392,0
3,A225,-1,1,1,15601.0241564631,10601.0241564631,0
3,A225,0,-1,-1,14406.0702280718,9406.07022807183,0
3,A225,0,-1,0,10595.6671549502,5595.66715495022,0
3,A225,0,-1,1,14730.9696049121,9730.9696049121,0
3,A225,0,0,-1,10966.6173890424,5966.61738904239,0
3,A225,0,0,0,5000.00000000001,6.3664629124105e-12,1
3,A225,0,0,1,11390.0528112188,6390.0528112188,0
3,A225,0,1,-1,15264.289518322,10264.289518322,0
3,A225,0,1,0,11735.9208220535,6735.92082205351,0
3,A225,0,1,1,15571.2921937732,10571.2921937732,0
3,A225,1,-1,-1,20164.5244245793,15164.5244245793,0
3,A225,1,-1,0,17644.8674778761,12644.8674778761,0
3,A225,1,-1,1,20397.9080141607,15397.9080141607,0
3,A225,1,0,-1,17870.0834584219,12870.0834584219,0
3,A225,1,0,0,14969.0743151778,9969.07431517785,0
3,A225,1,0,1,18133.0220563388,13133.0220563388,0
3,A225,1,1,-1,20786.3349427568,15786.3349427568,0
3,A225,1,1,0,18352.2484561109,13352.2484561109,0
3,A225,1,1,1,21012.813387007,16012.813387007,0
3,A226,-1,-1,-1,17172.2403240326,12172.2403240326,0
3,A226,-1,-1,0,15148.1129019003,10148.1129019003,0
3,A226,-1,-1,1,19079.9583655496,14079.9583655496,0
3,A226,-1,0,-1,12803.2090286285,7803.20902862846,0
3,A226,-1,0,0,9924.79965405546,4924.79965405546,0
3,A226,-1,0,1,15266.9949536746,10266.9949536746,0
3,A226,-1,1,-1,15262.9775966282,10262.9775966282,0
3,A226,-1,1,0,12943.6460032543,7943.64600325427,0
3,A226,-1,1,1,17381.5263599014,12381.5263599014,0
3,A226,0,-1,-1,14208.9117030429,9208.9117030429,0
3,A226,0,-1,0,11682.1512799336,6682.15127993365,0
3,A226,0,-1,1,16463.6613567469,11463.6613567469,0
3,A226,0,0,-1,8421.96505984738,3421.96505984738,0
3,A226,0,0,0,2347.12211264691,-2652.87788735309,0
3,A226,0,0,1,11835.897471424,6835.89747142404,0
3,A226,0,1,-1,11830.7150736425,6830.71507364246,0
3,A226,0,1,0,8633.96235201989,3633.96235201989,0
3,A226,0,1,1,14461.1476943735,9461.14769437346,0
3,A226,1,-1,-1,17575.5655904271,12575.5655904271,0
3,A226,1,-1,0,15603.8454416145,10603.8454416145,0
3,A226,1,-1,1,19443.7516778059,14443.7516778059,0
3,A226,1,0,-1,13339.2964397612,8339.29643976124,0
3,A226,1,0,0,10607.3708453232,5607.37084532321,0
3,A226,1,0,1,15719.2812492365,10719.2812492365,0
3,A226,1,1,-1,15715.3795115564,10715.3795115564,0
3,A226,1,1,0,13474.1470948863,8474.14709488633,0
3,A226,1,1,1,17780.1047993824,12780.1047993824,0
3,A227,-1,-1,-1,16164.6586148512,11164.6586148512,0
3,A227,-1,-1,0,11680.8545574159,6680.85455741587,0
3,A227,-1,-1,1,14546.0832614255,9546.08326142554,0
3,A227,-1,0,-1,13759.3781002044,8759.37810020445,0
3,A227,-1,0,0,8029.11332347519,3029.11332347519,0
3,A227,-1,0,1,11815.7875665581,6815.78756655805,0
3,A227,-1,1,-1,17814.1736623984,12814.1736623984,0
3,A227,-1,1,0,13874.1110825491,8874.11108254905,0
3,A227,-1,1,1,16359.6189866308,11359.6189866308,0
3,A227,0,-1,-1,14322.8394246888,9322.83942468878,0
3,A227,0,-1,0,8960.46339439207,3960.46339439207,0
3,A227,0,-1,1,12467.4006632923,7467.4006632923,0
3,A227,0,0,-1,11539.8451789928,6539.84517899278,0
3,A227,0,0,0,2883.43576518429,-2116.56423481571,0
3,A227,0,0,1,9135.66510270407,4135.66510270407,0
3,A227,0,1,-1,16161.4456137075,11161.4456137075,0
3,A227,0,1,0,11676.4078115509,6676.40781155093,0
3,A227,0,1,1,14542.5126590445,9542.51265904446,0
3,A227,1,-1,-1,18681.3080440358,13681.3080440358,0
3,A227,1,-1,0,14971.2205679089,9971.22056790886,0
3,A227,1,-1,1,17299.8156160636,12299.8156160636,0
3,A227,1,0,-1,16643.7846599222,11643.7846599222,0
3,A227,1,0,0,12335.3858011284,7335.38580112843,0
3,A227,1,0,1,15076.7343254268,10076.7343254268,0
3,A227,1,1,-1,20125.6022363447,15125.6022363447,0
3,A227,1,1,0,16738.7586287749,11738.7586287749,0
3,A227,1,1,1,18850.2577035224,13850.2577035224,0
3,A228,-1,-1,-1,14904.5232469494,9904.52324694943,0
3,A228,-1,-1,0,10919.8209342488,5919.82093424879,0
3,A228,-1,-1,1,14708.5065609415,9708.50656094153,0
3,A228,-1,0,-1,11319.1609006355,6319.16090063546,0
3,A228,-1,0,0,5022.0592899404,22.0592899403955,0
3,A228,-1,0,1,11059.7809891914,6059.78098919136,0
3,A228,-1,1,-1,15300.3919482506,10300.3919482506,0
3,A228,-1,1,0,11454.2424362022,6454.2424362022,0
3,A228,-1,1,1,15109.5117659207,10109.5117659207,0
3,A228,0,-1,-1,14897.1048766926,9897.10487669263,0
3,A228,0,-1,0,10909.6933836099,5909.69338360989,0
3,A228,0,-1,1,14700.9892776501,9700.98927765011,0
3,A228,0,0,-1,11309.3909642738,6309.39096427381,0
3,A228,0,0,0,5000,2.72848410531878e-12,1
3,A228,0,0,1,11049.7817180794,6049.78171807942,0
3,A228,0,1,-1,15293.1656061921,10293.1656061921,0
3,A228,0,1,0,11444.58781589,6444.58781589003,0
3,A228,0,1,1,15102.1940887018,10102.1940887018,0
3,A228,1,-1,-1,20535.4000252126,15535.4000252126,0
3,A228,1,-1,0,17854.9805436104,12854.9805436104,0
3,A228,1,-1,1,20393.5775730966,15393.5775730966,0
3,A228,1,0,-1,18101.9679723261,13101.9679723261,0
3,A228,1,0,0,14992.6288718264,9992.62887182643,0
3,A228,1,0,1,17940.9196114783,12940.9196114783,0
3,A228,1,1,-1,20824.5008282729,15824.5008282729,0
3,A228,1,1,0,18186.7399707573,13186.7399707573,0
3,A228,1,1,1,20684.6606639109,15684.6606639109,0
3,A229,-1,-1,-1,15144.5498339042,10144.5498339042,0
3,A229,-1,-1,0,11535.6799748159,6535.67997481588,0
3,A229,-1,-1,1,15387.8664957533,10387.8664957533,0
3,A229,-1,0,-1,11029.5966502489,6029.59665024894,0
3,A229,-1,0,0,5036.51914291435,36.5191429143524,0
3,A229,-1,0,1,11361.3840656279,6361.38406562786,0
3,A229,-1,1,-1,14626.9140580902,9626.91405809022,0
3,A229,-1,1,0,10847.1718743882,5847.17187438815,0
3,A229,-1,1,1,14878.6982119498,9878.69821194978,0
3,A229,0,-1,-1,15132.4441051228,10132.4441051228,0
3,A229,0,-1,0,11519.7824373738,6519.78243737377,0
3,A229,0,-1,1,15375.9523351949,10375.9523351949,0
3,A229,0,0,-1,11012.9685911765,6012.96859117649,0
3,A229,0,0,0,4999.99999999999,-7.27595761418343e-12,1
3,A229,0,0,1,11345.2422984157,6345.24229841566,0
3,A229,0,1,-1,14614.379555281,9614.37955528098,0
3,A229,0,1,0,10830.2637361966,5830.26373619658,0
3,A229,0,1,1,14866.3760010749,9866.37600107486,0
3,A229,1,-1,-1,20703.2446615916,15703.2446615916,0
3,A229,1,-1,0,18230.1635299161,13230.1635299161,0
3,A229,1,-1,1,20881.8913208848,15881.8913208848,0
3,A229,1,0,-1,17914.2108984263,12914.2108984263,0
3,A229,1,0,0,14987.7775177995,9987.77751779953,0
3,A229,1,0,1,18120.3752094932,13120.3752094932,0
3,A229,1,1,-1,20327.6551699617,15327.6551699617,0
3,A229,1,1,0,17802.4741965445,12802.4741965445,0
3,A229,1,1,1,20509.5736261969,15509.5736261969,0
3,A230,-1,-1,-1,13802.9845261174,8802.98452611744,0
3,A230,-1,-1,0,11917.2655840594,6917.26558405943,0
3,A230,-1,-1,1,17132.427036873,12132.427036873,0
3,A230,-1,0,-1,10481.286810513,5481.28681051303,0
3,A230,-1,0,0,7833.02051427189,2833.02051427189,0
3,A230,-1,0,1,14589.5526850474,9589.55268504741,0
3,A230,-1,1,-1,15139.1005208444,10139.1005208444,0
3,A230,-1,1,0,13442.1427515483,8442.14275154825,0
3,A230,-1,1,1,18226.0812827599,13226.0812827599,0
3,A230,0,-1,-1,11993.2190881587,6993.21908815866,0
3,A230,0,-1,0,9764.02280155792,4764.02280155792,0
3,A230,0,-1,1,15710.9827331747,10710.9827331747,0
3,A230,0,0,-1,7948.10011717078,2948.10011717078,0
3,A230,0,0,0,3830.29145697035,-1169.70854302965,0
3,A230,0,0,1,12890.6931473102,7890.69314731018,0
3,A230,0,1,-1,13509.5257817796,8509.52578177958,0
3,A230,0,1,0,11576.1014172016,6576.10141720161,0
3,A230,0,1,1,16896.8920572426,11896.8920572426,0
3,A230,1,-1,-1,17238.1039086353,12238.1039086353,0
3,A230,1,-1,0,15768.6734869386,10768.6734869386,0
3,A230,1,-1,1,20003.7471667298,15003.7471667298,0
3,A230,1,0,-1,14713.5046043051,9713.50460430505,0
3,A230,1,0,0,12960.9434422682,7960.94344226823,0
3,A230,1,0,1,17874.1403174095,12874.1403174095,0
3,A230,1,1,-1,18325.4524941924,13325.4524941924,0
3,A230,1,1,0,16950.5470793622,11950.5470793622,0
3,A230,1,1,1,20948.0281521303,15948.0281521303,0
3,A231,-1,-1,-1,18429.2797343768,13429.2797343768,0
3,A231,-1,-1,0,14290.4037289879,9290.40372898793,0
3,A231,-1,-1,1,16394.9054875907,11394.9054875907,0
3,A231,-1,0,-1,15390.1007332224,10390.1007332224,0
3,A231,-1,0,0,10071.3697076561,5071.3697076561,0
3,A231,-1,0,1,12884.4780646269,7884.47806462692,0
3,A231,-1,1,-1,18277.6379663663,13277.6379663663,0
3,A231,-1,1,0,14094.3015732995,9094.30157329952,0
3,A231,-1,1,1,16224.2603544406,11224.2603544406,0
3,A231,0,-1,-1,15536.0755483964,10536.0755483964,0
3,A231,0,-1,0,10293.052543101,5293.05254310104,0
3,A231,0,-1,1,13058.4921742366,8058.49217423659,0
3,A231,0,0,-1,11772.2764364544,6772.27643645442,0
3,A231,0,0,0,1778.70169108243,-3221.29830891757,0
3,A231,0,0,1,8230.49615244542,3230.49615244542,0
3,A231,0,1,-1,15355.8894743066,10355.8894743066,0
3,A231,0,1,0,10019.0133624364,5019.01336243645,0
3,A231,0,1,1,12843.5943554069,7843.59435540688,0
3,A231,1,-1,-1,18522.9839756732,13522.9839756732,0
3,A231,1,-1,0,14411.045158926,9411.04515892603,0
3,A231,1,-1,1,16500.1669622512,11500.1669622512,0
3,A231,1,0,-1,15502.1864397854,10502.1864397854,0
3,A231,1,0,0,10241.8295056804,5241.82950568042,0
3,A231,1,0,1,13018.154970386,8018.15497038599,0
3,A231,1,1,-1,18372.1156502099,13372.1156502099,0
3,A231,1,1,0,14216.6072138976,9216.60721389765,0
3,A231,1,1,1,16330.6217849721,11330.6217849721,0
3,A232,-1,-1,-1,17706.4459039545,12706.4459039545,0
3,A232,-1,-1,0,14371.3791114348,9371.37911143478,0
3,A232,-1,-1,1,17307.6528905424,12307.6528905424,0
3,A232,-1,0,-1,14340.8730848924,9340.87308489237,0
3,A232,-1,0,0,9933.72799365413,4933.72799365413,0
3,A232,-1,0,1,13845.4780656655,8845.47806566552,0
3,A232,-1,1,-1,17256.9712036705,12256.9712036705,0
3,A232,-1,1,0,13813.8107030331,8813.81070303309,0
3,A232,-1,1,1,16847.5421695317,11847.5421695317,0
3,A232,0,-1,-1,14667.0350907074,9667.03509070741,0
3,A232,0,-1,0,10399.049445356,5399.04944535605,0
3,A232,0,-1,1,14183.0370648136,9183.03706481363,0
3,A232,0,0,-1,10356.849551836,5356.84955183604,0
3,A232,0,0,0,531.642412043764,-4468.35758795624,0
3,A232,0,0,1,9659.24193035878,4659.24193035878,0
3,A232,0,1,-1,14121.1453829599,9121.14538295991,0
3,A232,0,1,0,9613.79518928958,4613.79518928958,0
3,A232,0,1,1,13617.7593221692,8617.75932216916,0
3,A232,1,-1,-1,17796.78651202,12796.78651202,0
3,A232,1,-1,0,14482.538491899,9482.53849189899,0
3,A232,1,-1,1,17400.0641431074,12400.0641431074,0
3,A232,1,0,-1,14452.2671038748,9452.26710387482,0
3,A232,1,0,0,10093.8761363839,5093.87613638387,0
3,A232,1,0,1,13960.8254222871,8960.82542228708,0
3,A232,1,1,-1,17349.6524094596,12349.6524094596,0
3,A232,1,1,0,13929.4202946133,8929.42029461325,0
3,A232,1,1,1,16942.4632435458,11942.4632435458,0
3,A233,-1,-1,-1,12359.1709600045,7359.17096000446,0
3,A233,-1,-1,0,10709.8913589072,5709.89135890716,0
3,A233,-1,-1,1,16632.9323638549,11632.9323638549,0
3,A233,-1,0,-1,10080.3081902648,5080.30819026478,0
3,A233,-1,0,0,7972.78366141311,2972.78366141311,0
3,A233,-1,0,1,15017.2549226772,10017.2549226772,0
3,A233,-1,1,-1,15826.4373629323,10826.4373629323,0
3,A233,-1,1,0,14574.9369022235,9574.93690222354,0
3,A233,-1,1,1,19348.9392940485,14348.9392940485,0
3,A233,0,-1,-1,10685.6832962109,5685.68329621095,0
3,A233,0,-1,0,8725.62282062997,3725.62282062997,0
3,A233,0,-1,1,15430.1380327227,10430.1380327227,0
3,A233,0,0,-1,7940.23512869885,2940.23512869885,0
3,A233,0,0,0,5000.00000000001,5.45696821063757e-12,1
3,A233,0,0,1,13673.0635228897,8673.0635228897,0
3,A233,0,1,-1,14557.1576996035,9557.15769960348,0
3,A233,0,1,0,13185.7311663822,8185.73116638215,0
3,A233,0,1,1,18325.2877874558,13325.2877874558,0
3,A233,1,-1,-1,16601.7634061935,11601.7634061935,0
3,A233,1,-1,0,15413.3453311149,10413.3453311149,0
3,A233,1,-1,1,19988.0934657906,14988.0934657906,0
3,A233,1,0,-1,14982.7252056269,9982.72520562689,0
3,A233,1,0,0,13654.1100291562,8654.11002915621,0
3,A233,1,0,1,18665.1382740466,13665.1382740466,0
3,A233,1,1,-1,19322.1520793992,14322.1520793992,0
3,A233,1,1,0,18311.1503483644,13311.1503483644,0
3,A233,1,1,1,22299.1231482626,17299.1231482626,0
3,A234,-1,-1,-1,18406.8286404005,13406.8286404005,0
3,A234,-1,-1,0,14164.29538753,9164.29538753001,0
3,A234,-1,-1,1,16200.0983655451,11200.0983655451,0
3,A234,-1,0,-1,14857.4645707299,9857.46457072985,0
3,A234,-1,0,0,9086.26307667939,4086.26307667939,0
3,A234,-1,0,1,12015.6606113339,7015.66061133393,0
3,A234,-1,1,-1,17397.619559696,12397.619559696,0
3,A234,-1,1,0,12825.485939022,7825.48593902198,0
3,A234,-1,1,1,15043.5704804473,10043.5704804473,0
3,A234,0,-1,-1,16188.3904726669,11188.3904726669,0
3,A234,0,-1,0,11130.1351889214,6130.13518892144,0
3,A234,0,-1,1,13627.025814601,8627.02581460099,0
3,A234,0,0,-1,11999.8707896775,6999.87078967754,0
3,A234,0,0,0,2410.9795098861,-2589.0204901139,0
3,A234,0,0,1,8223.66982710426,3223.66982710426,0
3,A234,0,1,-1,15030.9617736983,10030.9617736983,0
3,A234,0,1,0,9367.26934973656,4367.26934973656,0
3,A234,0,1,1,12229.5403960512,7229.54039605121,0
3,A234,1,-1,-1,19629.4837322329,14629.4837322329,0
3,A234,1,-1,0,15720.450210542,10720.450210542,0
3,A234,1,-1,1,17576.930279496,12576.930279496,0
3,A234,1,0,-1,16347.7687917165,11347.7687917165,0
3,A234,1,0,0,11360.6983806258,6360.69838062581,0
3,A234,1,0,1,13815.983168913,8815.98316891304,0
3,A234,1,1,-1,18686.4244129486,13686.4244129486,0
3,A234,1,1,0,14525.7833031123,9525.78330311235,0
3,A234,1,1,1,16517.0912632071,11517.0912632071,0
3,A235,-1,-1,-1,19401.897806728,14401.897806728,0
3,A235,-1,-1,0,14569.8908928125,9569.8908928125,0
3,A235,-1,-1,1,15752.1364504694,10752.1364504694,0
3,A235,-1,0,-1,16474.0172184537,11474.0172184537,0
3,A235,-1,0,0,10355.738768415,5355.73876841503,0
3,A235,-1,0,1,11961.9984770689,6961.9984770689,0
3,A235,-1,1,-1,19140.3460816439,14140.3460816439,0
3,A235,-1,1,0,14219.7373481667,9219.73734816672,0
3,A235,-1,1,1,15428.8370390186,10428.8370390186,0
3,A235,0,-1,-1,16720.3192510818,11720.3192510818,0
3,A235,0,-1,0,10743.2377793588,5743.23777935878,0
3,A235,0,-1,1,12298.9934592058,7298.99345920577,0
3,A235,0,0,-1,13210.9303483627,8210.9303483627,0
3,A235,0,0,0,3221.29830891757,-1778.70169108243,0
3,A235,0,0,1,6798.88556461864,1798.88556461864,0
3,A235,0,1,-1,16416.0983635115,11416.0983635115,0
3,A235,0,1,0,10263.3507007326,5263.35070073261,0
3,A235,0,1,1,11882.1062834825,6882.10628348245,0
3,A235,1,-1,-1,19562.8349993931,14562.8349993931,0
3,A235,1,-1,0,14783.5244559348,9783.52445593482,0
3,A235,1,-1,1,15949.942867138,10949.942867138,0
3,A235,1,0,-1,16663.2565252015,11663.2565252015,0
3,A235,1,0,0,10654.2104423752,5654.21044237518,0
3,A235,1,0,1,12221.3044424955,7221.30444249553,0
3,A235,1,1,-1,19303.4640113081,14303.4640113081,0
3,A235,1,1,0,14438.5527308526,9438.55273085256,0
3,A235,1,1,1,15630.7353341855,10630.7353341855,0
3,A236,-1,-1,-1,15236.9061968101,10236.9061968101,0
3,A236,-1,-1,0,12309.4368984222,7309.43689842221,0
3,A236,-1,-1,1,16458.4678224337,11458.4678224337,0
3,A236,-1,0,-1,13024.3455203011,8024.34552030113,0
3,A236,-1,0,0,9433.58375899828,4433.58375899828,0
3,A236,-1,0,1,14434.3835630028,9434.38356300276,0
3,A236,-1,1,-1,17524.3785057841,12524.3785057841,0
3,A236,-1,1,0,15048.6799527345,10048.6799527345,0
3,A236,-1,1,1,18596.2817419419,13596.2817419419,0
3,A236,0,-1,-1,12176.4536479269,7176.45364792689,0
3,A236,0,-1,0,8223.4390461631,3223.4390461631,0
3,A236,0,-1,1,13674.2047685344,8674.20476853436,0
3,A236,0,0,-1,9259.38924670034,4259.38924670034,0
3,A236,0,0,0,2257.25840961064,-2742.74159038936,0
3,A236,0,0,1,11155.9016593732,6155.90165937321,0
3,A236,0,1,-1,14940.0988953791,9940.0988953791,0
3,A236,0,1,0,11940.0787815473,6940.0787815473,0
3,A236,0,1,1,16184.0788312281,11184.0788312281,0
3,A236,1,-1,-1,16259.4199290698,11259.4199290698,0
3,A236,1,-1,0,13554.617764278,8554.61776427804,0
3,A236,1,-1,1,17409.3822130922,12409.3822130922,0
3,A236,1,0,-1,14207.0053921167,9207.00539211666,0
3,A236,1,0,0,11008.9930746404,6008.99307464038,0
3,A236,1,0,1,15509.8953840227,10509.8953840227,0
3,A236,1,1,-1,18420.3492907553,13420.3492907553,0
3,A236,1,1,0,16083.1649341564,11083.1649341564,0
3,A236,1,1,1,19442.9195494176,14442.9195494176,0
3,A237,-1,-1,-1,18466.2303166058,13466.2303166058,0
3,A237,-1,-1,0,14854.0054326739,9854.00543267386,0
3,A237,-1,-1,1,17328.6263933954,12328.6263933954,0
3,A237,-1,0,-1,14767.774522979,9767.77452297897,0
3,A237,-1,0,0,9885.69570892816,4885.69570892816,0
3,A237,-1,0,1,13317.9125593125,8317.91255931254,0
3,A237,-1,1,-1,17180.5898215737,12180.5898215737,0
3,A237,-1,1,0,13221.6671378891,8221.66713788911,0
3,A237,-1,1,1,15951.5609641537,10951.5609641537,0
3,A237,0,-1,-1,15674.1312436298,10674.1312436298,0
3,A237,0,-1,0,11194.5614264475,6194.56142644749,0
3,A237,0,-1,1,14316.355011611,9316.35501161102,0
3,A237,0,0,-1,11079.8868450065,6079.8868450065,0
3,A237,0,0,0,1550.38955947277,-3449.61044052723,0
3,A237,0,0,1,9057.78797908718,4057.78797908718,0
3,A237,0,1,-1,14136.809921399,9136.80992139897,0
3,A237,0,1,0,8915.67215871795,3915.67215871795,0
3,A237,0,1,1,12614.6353625348,7614.63536253475,0
3,A237,1,-1,-1,18717.7754655604,13717.7754655604,0
3,A237,1,-1,0,15165.5838551342,10165.5838551342,0
3,A237,1,-1,1,17596.4413719104,12596.4413719104,0
3,A237,1,0,-1,15081.1345937482,10081.1345937482,0
3,A237,1,0,0,10347.9677194473,5347.96771944732,0
3,A237,1,0,1,13664.561874085,8664.56187408502,0
3,A237,1,1,-1,17450.6768605222,12450.6768605222,0
3,A237,1,1,0,13570.7751502388,8570.77515023884,0
3,A237,1,1,1,16242.0981854659,11242.0981854659,0
3,A238,-1,-1,-1,15271.8226944345,10271.8226944345,0
3,A238,-1,-1,0,11508.9105691001,6508.91056910012,0
3,A238,-1,-1,1,15221.0865763534,10221.0865763534,0
3,A238,-1,0,-1,11226.5567622506,6226.55676225058,0
3,A238,-1,0,0,5026.13477866786,26.1347786678562,0
3,A238,-1,0,1,11157.4407858897,6157.4407858897,0
3,A238,-1,1,-1,14793.3290729918,9793.3290729918,0
3,A238,-1,1,0,10865.9578104797,5865.9578104797,0
3,A238,-1,1,1,14740.9461438683,9740.94614386828,0
3,A238,0,-1,-1,15263.2413856595,10263.2413856595,0
3,A238,0,-1,0,11497.5211099702,6497.52110997018,0
3,A238,0,-1,1,15212.4766475256,10212.4766475256,0
3,A238,0,0,-1,11214.8805576653,6214.88055766532,0
3,A238,0,0,0,5000,-1.81898940354586e-12,1
3,A238,0,0,1,11145.6921757826,6145.69217578255,0
3,A238,0,1,-1,14784.4700361051,9784.47003610511,0
3,A238,0,1,0,10853.8936942367,5853.89369423665,0
3,A238,0,1,1,14732.0556068422,9732.0556068422,0
3,A238,1,-1,-1,20801.5505860399,15801.5505860399,0
3,A238,1,-1,0,18218.9725522839,13218.9725522839,0
3,A238,1,-1,1,20764.3303513062,15764.3303513062,0
3,A238,1,0,-1,18041.9376761302,13041.9376761302,0
3,A238,1,0,0,14991.2630951053,9991.26309510528,0
3,A238,1,0,1,17999.0117302025,12999.0117302025,0
3,A238,1,1,-1,20452.83656208,15452.83656208,0
3,A238,1,1,0,17819.7917359451,12819.7917359451,0
3,A238,1,1,1,20414.9805679495,15414.9805679495,0
3,A239,-1,-1,-1,14304.5569828355,9304.55698283546,0
3,A239,-1,-1,0,11633.9458403864,6633.94584038639,0
3,A239,-1,-1,1,16311.8681075743,11311.8681075743,0
3,A239,-1,0,-1,11229.2427508901,6229.24275089008,0
3,A239,-1,0,0,7538.18533204606,2538.18533204606,0
3,A239,-1,0,1,13694.9838788562,8694.9838788562,0
3,A239,-1,1,-1,15734.4029134139,10734.4029134139,0
3,A239,-1,1,0,13352.8940826888,8352.89408268877,0
3,A239,-1,1,1,17579.1958213498,12579.1958213498,0
3,A239,0,-1,-1,12593.3334755187,7593.33347551866,0
3,A239,0,-1,0,9450.94669160057,4450.94669160057,0
3,A239,0,-1,1,14834.0398647615,9834.03986476148,0
3,A239,0,0,-1,8948.04952539096,3948.04952539096,0
3,A239,0,0,0,3285.71691578968,-1714.28308421032,0
3,A239,0,0,1,11896.3978158333,6896.3978158333,0
3,A239,0,1,-1,14196.5887660409,9196.58876604094,0
3,A239,0,1,0,11500.9337853036,6500.93378530356,0
3,A239,0,1,1,16217.2692915852,11217.2692915852,0
3,A239,1,-1,-1,17679.4724348904,12679.4724348904,0
