Scope,Group,EdgeType,NodeA,NodeB,AxisDistance,ExactDistance
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A174-2,A218-1,4.54747350886464e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A176-1,A196-1,12.860161418005,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A177-1,A181-1,58.4712208256913,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A177-1,A243-2,1.57776074474061e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A177-2,A243-1,2.8421709430404e-14,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A178-1,A197-2,14.7510941977752,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A178-1,A200-2,14.7510941977769,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A178-4,A503-2,54.1869683237131,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A180-1,A223-1,14.2373594382039,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A180-1,A277-1,38.3627715540602,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A180-1,A355-2,38.362771554058,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A181-1,A243-2,58.4712208257041,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A181-1,A501-2,7.16867298120278,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A182-1,A246-2,1.52526898375512e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A182-2,A204-2,4.82755300198274,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A182-2,A242-1,38.2306165778446,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A182-2,A246-1,2.54211497292521e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A182-2,A252-1,4.82755300198394,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A183-1,A489-2,15.2232950846662,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A185-1,A195-2,7.513659348596e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A185-2,A188-1,13.3835254227309,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A185-2,A195-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A185-2,A366-2,13.3835254227284,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A186-1,A223-1,23.9439425831167,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A186-1,A284-1,8.20111445725882,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A187-2,A491-2,23.0869297094397,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A188-1,A195-1,13.3835254227428,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A188-1,A366-2,1.20400748481859e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A188-2,A366-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A195-1,A366-2,13.3835254227399,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A197-1,A200-3,1.44949603513935e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A197-2,A200-2,3.40301756912044e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A197-3,A200-1,2.22779794310843e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A198-1,A356-2,1.23641949579201e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A198-2,A352-1,39.7069139348652,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A198-2,A356-1,1.13686837721616e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A198-2,A418-2,39.7069139348678,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A201-1,A283-3,3.58068422156603e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A201-2,A283-2,4.38542463643578e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A201-3,A283-1,1.54296117919544e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A201-3,A292-1,25.6328402470684,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A201-3,A308-2,25.6328402470671,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A203-1,A216-1,41.6568040288338,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A203-1,A285-1,34.2780557531296,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A204-1,A252-2,9.90055062042176e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A204-2,A242-1,37.4756749512618,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A204-2,A246-1,4.82755300198311,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A204-2,A252-1,1.13686837721616e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A205-1,A523-2,31.4649037375579,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A206-1,A303-1,61.7786710871069,1.77867108710721
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A207-1,A509-2,11.2080670232301,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A208-1,A237-3,6.1179998952292e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A208-2,A237-2,1.57529103268542e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A208-3,A237-1,9.09494701772928e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A209-1,A218-2,41.4831763720649,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A209-1,A239-2,6.62456547988393,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A209-1,A519-3,2.73378434307035e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A209-2,A519-2,1.66340588822749e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A209-3,A473-2,48.4784430504751,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A209-3,A493-1,48.4784430504725,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A209-3,A519-1,1.0449298582058e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A210-1,A263-2,6.52685234599963e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A210-2,A263-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A210-2,A276-1,3.96434762161836,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A211-1,A285-1,0.225686257350192,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A211-1,A342-2,23.7029149549996,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A211-1,A362-1,23.7029149549851,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A212-1,A371-2,5.92918004731714e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A212-2,A371-1,3.21554935538437e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A213-1,A304-2,7.29015461814988e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A213-2,A304-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A215-1,A258-2,6.31648127031184,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A215-1,A297-3,8.6879359398803e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A215-2,A297-2,8.3974488518922e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A215-2,A526-3,28.845241844546,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A215-3,A297-1,1.7239963278614e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A216-1,A264-1,54.9135831971758,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A216-1,A285-1,44.757989538027,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A216-1,A351-1,36.0279076579219,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A217-1,A241-2,3.18517977718101e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A217-2,A241-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A218-2,A519-3,41.4831763720833,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A221-1,A299-1,47.2335760789479,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A223-1,A317-1,29.2597627611843,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A223-1,A345-2,29.2597627611845,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A224-1,A238-1,56.3070499459327,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A224-1,A315-2,1.36691876496929e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A224-2,A267-1,29.3224705777909,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A224-2,A315-1,4.68742840168677e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A225-1,A271-1,12.8336530359692,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A225-1,A295-1,20.0768414600122,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A225-1,A300-2,12.833653035969,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A226-1,A256-3,5.34207180156533e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A226-2,A256-2,4.98150764092467e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A226-3,A256-1,7.4584111038606e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A227-1,A281-1,12.7696251985406,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A227-1,A310-2,12.7696251985392,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A230-1,A359-2,1.20142838692326e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A230-2,A359-1,3.41060513164848e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A231-1,A235-2,6.12222357532858e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A231-2,A235-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A233-1,A321-1,56.1458681276714,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A233-1,A342-2,16.190259555084,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A233-1,A362-1,16.190259555081,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A233-1,A414-2,56.1458681276699,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A238-1,A314-1,43.4188798625669,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A238-1,A315-2,56.3070499459402,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A238-1,A387-1,14.3571554951467,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A239-2,A519-3,6.62456547989979,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A242-1,A246-1,38.2306165778448,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A242-1,A252-1,37.4756749512628,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A246-1,A252-1,4.82755300198377,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A249-1,A264-1,2.79432741462244,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A249-1,A272-1,13.4521797025605,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A251-1,A433-2,8.42510749573599e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A251-2,A433-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A254-1,A273-2,7.74740557853912e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A254-2,A273-1,5.08422994585042e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A254-2,A294-1,35.6288745258658,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A255-1,A289-1,14.3497488749474,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A255-1,A313-1,23.783920388354,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A257-1,A328-1,42.7556704026431,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A258-2,A297-3,6.31648127030692,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A260-1,A421-1,36.3908597288285,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A263-1,A276-1,3.96434762161626,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A265-1,A401-3,52.0981484594364,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A265-1,A412-1,52.0981484594335,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A267-1,A315-1,29.3224705777891,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A271-1,A300-2,8.49538159503454e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A271-2,A276-1,40.7346370553564,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A271-2,A300-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A273-1,A294-1,35.6288745258629,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A276-1,A300-1,40.7346370553546,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A277-1,A317-1,4.7681121477755,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A277-1,A345-2,4.76811214777533,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A277-1,A355-2,3.7637040252882e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A277-2,A355-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A278-1,A306-1,52.8427557790863,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A279-1,A369-2,2.05493479874258e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A279-2,A369-1,3.59509347182254e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A281-1,A310-2,6.59775565898004e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A281-2,A310-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A283-1,A292-1,25.6328402470529,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A283-1,A308-2,25.6328402470521,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A290-2,A504-2,57.7531825989924,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A292-1,A308-2,2.45942233650384e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A292-2,A308-1,6.43109871076874e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A292-2,A317-1,14.4742497077522,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A292-2,A345-2,14.4742497077515,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A293-1,A449-1,61.4529593482506,1.4529593482527
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A293-1,A476-2,29.4113930495136,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A295-1,A436-1,1.47313520786347,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A297-2,A526-3,28.8452418445429,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A301-1,A376-2,8.49005509792214e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A301-2,A376-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A302-1,A307-2,4.19410451870515e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A302-2,A307-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A303-1,A328-1,19.2277501249868,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A305-1,A479-1,28.9465780159926,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A308-1,A317-1,14.4742497077561,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A308-1,A345-2,14.4742497077555,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A309-1,A396-1,7.72052057564008,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A311-1,A378-1,10.2436980956247,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A311-1,A408-2,1.9716392007888e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A311-2,A408-1,4.54747350886464e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A316-1,A321-1,16.8786268938651,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A316-1,A414-2,16.8786268938666,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A317-1,A345-2,1.76489432945573e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A317-1,A355-2,4.76811214777414,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A317-2,A345-1,5.08422994585042e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A318-1,A339-1,23.4997252460221,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A318-1,A484-1,56.2399236620715,1.20650185260693
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A320-1,A324-1,39.1033609439143,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A320-1,A328-1,14.8930291346296,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A321-1,A414-2,1.83314517660132e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A321-2,A414-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A323-1,A373-1,39.2887208843668,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A324-1,A328-1,18.33523445013,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A332-1,A335-2,2.0344862341714e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A332-2,A335-1,2.34371420084339e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A334-1,A465-2,2.12379214981822e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A334-2,A465-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A338-1,A398-1,14.4864597071769,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A340-1,A341-1,5.91773250368904,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A342-1,A362-2,9.21424630994449e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A342-2,A362-1,5.6843418860808e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A343-1,A353-1,40.1938999976992,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A343-1,A384-1,0.943321075035646,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A345-2,A355-2,4.76811214777412,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A346-1,A354-2,2.88742149534638e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A346-2,A354-1,1.60777467769219e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A347-1,A365-2,16.5371624342561,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A347-1,A367-1,52.7599146661225,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A347-1,A395-1,16.5371624342575,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A350-1,A390-2,19.6071035548383,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A350-1,A391-2,1.02457404517865e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A350-2,A390-1,21.730984422982,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A350-2,A391-1,5.08422994585042e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A351-1,A451-1,8.25467915677045,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A351-1,A475-2,8.25467915676529,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A352-1,A356-1,39.7069139348631,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A352-1,A418-2,1.27775420639582e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A352-2,A418-1,7.19018694364508e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A356-1,A418-2,39.706913934866,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A357-1,A358-1,4.34320685143078,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A360-1,A368-2,1.41224725766788e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A360-2,A368-1,5.6843418860808e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A365-1,A395-2,2.31946225575293e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A365-2,A394-1,49.9990251356842,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A365-2,A395-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A367-1,A428-1,35.6227525607524,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A377-1,A500-1,15.6777169719661,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A378-1,A408-2,10.2436980956273,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A379-1,A388-1,28.7476065262159,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A380-1,A479-1,1.59413842749224,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A382-1,A393-1,48.498252334858,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A383-1,A392-2,4.58286294150329e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A383-2,A392-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A389-1,A472-1,20.832902694173,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A389-1,A487-1,27.8588340662445,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A390-1,A391-1,21.730984422982,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A390-2,A391-2,19.6071035548377,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A394-1,A395-1,49.9990251356868,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A399-1,A434-2,5.00222085975111e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A399-2,A434-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A400-1,A425-2,1.07636882408266e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A400-2,A425-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A401-1,A412-3,1.41264759504421e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A401-2,A412-2,7.3466682903943e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A401-3,A412-1,1.11413100967184e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A406-1,A421-1,15.9751121152153,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A406-1,A448-2,6.94513998919377e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A406-2,A428-1,25.2989207648069,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A406-2,A437-1,27.6933624264312,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A406-2,A448-1,4.54747350886464e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A411-1,A446-1,2.41327469723226,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A417-1,A439-2,8.82080928080123e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A417-2,A439-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A421-1,A448-2,15.9751121152118,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A423-1,A432-2,5.79245315878188e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A423-2,A432-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A427-1,A436-1,7.44892212469342,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A427-1,A458-2,1.16560892074415e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A427-2,A458-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A428-1,A448-1,25.2989207647996,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A429-1,A499-1,36.7791838301886,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A431-1,A513-2,1.33202943433178e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A431-2,A513-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A436-1,A458-2,7.44892212468941,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A437-1,A448-1,27.6933624264309,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A442-1,A457-2,5.14487896861499e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A442-2,A457-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A446-1,A492-2,47.5413815619988,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A446-1,A494-1,47.5413815619815,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A451-1,A475-2,8.13476791336066e-12,0
