Group,MediumID,PieceIndex,SourceExcelRow,ObservedP1,ObservedP2,OriginalStart,OriginalEnd,PieceStart,PieceEnd,PieceLength,Translation,BoundarySequence,ReconstructionType
3,A266,1,268,"-1688.02675109733;3264.63107973665;-3397.74222253306","3024.24235084434;4009.94075078403;-1901.40221934895","-1688.02675109733;3264.63107973665;-3397.74222253306","3024.24235084434;4009.94075078403;-1901.40221934895","-1688.02675109733;3264.63107973665;-3397.74222253306","3024.24235084434;4009.94075078403;-1901.40221934895",4999.99999999999,"-0;-0;-0","NONE","DIRECT_FULL"
3,A267,1,269,"-1687.9610282177;5000;1177.15310769089","3183.78868966805;4086.64282368784;1093.21147565664","3183.78868966805;4086.64282368784;1093.21147565664","-1729.88519084865;5007.85995525576;1177.87547292652","3183.78868966805;4086.64282368784;1093.21147565664","-1687.9610282177;5000;1177.15310769089",4957.33929067089,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A267,2,269,"-1687.9610282177;5000;1177.15310769089","3183.78868966805;4086.64282368784;1093.21147565664","3183.78868966805;4086.64282368784;1093.21147565664","-1729.88519084865;5007.85995525576;1177.87547292652","-1687.9610282177;-5000;1177.15310769089","-1729.88519084865;-4992.14004474424;1177.87547292652",42.6607093291068,"-0;-10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A268,1,270,"-1678.84298934076;-3136.82305666654;1160.98133744767","2697.56123343217;-5000;243.579738289891","-1678.84298934076;-3136.82305666654;1160.98133744767","2838.34532808452;-5059.93634632272;214.067941162474","-1678.84298934076;-3136.82305666654;1160.98133744767","2697.56123343217;-5000;243.579738289891",4844.16844643241,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A268,2,270,"-1678.84298934076;-3136.82305666654;1160.98133744767","2697.56123343217;-5000;243.579738289891","-1678.84298934076;-3136.82305666654;1160.98133744767","2838.34532808452;-5059.93634632272;214.067941162474","2697.56123343217;5000;243.579738289891","2838.34532808452;4940.06365367728;214.067941162474",155.831553567587,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A269,1,271,"-1668.94292631907;-2095.64445248237;2000.7498810709","-352.052958113104;-4831.42805953957;5000","-1668.94292631907;-2095.64445248237;2000.7498810709","-126.126354104637;-5300.78109173443;5514.55353924882","-1668.94292631907;-2095.64445248237;2000.7498810709","-352.052958113104;-4831.42805953957;5000",4267.81119649178,"-0;-0;-0","Z>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A269,2,271,"-1668.94292631907;-2095.64445248237;2000.7498810709","-352.052958113104;-4831.42805953957;5000","-1668.94292631907;-2095.64445248237;2000.7498810709","-126.126354104637;-5300.78109173443;5514.55353924882","-352.052958113104;-4831.42805953957;-5000","-270.909589631508;-5000;-4815.19393157783",262.971535122707,"-0;-0;-10000","Z>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A269,3,271,"-1668.94292631907;-2095.64445248237;2000.7498810709","-352.052958113104;-4831.42805953957;5000","-1668.94292631907;-2095.64445248237;2000.7498810709","-126.126354104637;-5300.78109173443;5514.55353924882","-270.909589631508;5000;-4815.19393157783","-126.126354104637;4699.21890826557;-4485.44646075118",469.21726838551,"-0;10000;-10000","Z>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A270,1,272,"-1638.21381065445;-2001.95466930316;1739.68347518704","2612.1045022839;-4424.66491892332;707.564642355113","-1638.21381065445;-2001.95466930316;1739.68347518704","2612.1045022839;-4424.66491892332;707.564642355113","-1638.21381065445;-2001.95466930316;1739.68347518704","2612.1045022839;-4424.66491892332;707.564642355113",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A271,1,273,"-1630.79438494195;-1627.7545400243;-2431.43756672781","-949.22480432159;-5000;-4331.0400569523","-1630.79438494195;-1627.7545400243;-2431.43756672781","-763.662178220514;-5918.12008810745;-4848.22162822102","-1630.79438494195;-1627.7545400243;-2431.43756672781","-949.22480432159;-5000;-4331.0400569523",3930.02113943689,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A271,2,273,"-1630.79438494195;-1627.7545400243;-2431.43756672781","-949.22480432159;-5000;-4331.0400569523","-1630.79438494195;-1627.7545400243;-2431.43756672781","-763.662178220514;-5918.12008810745;-4848.22162822102","-949.22480432159;5000;-4331.0400569523","-763.662178220514;4081.87991189255;-4848.22162822102",1069.97886056311,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A272,1,274,"-1606.50179312531;5000;314.908956809084","811.85833628492;4092.59987840804;-782.800940765375","811.85833628492;4092.59987840804;-782.800940765375","-3496.54007033917;5709.16690268772;1172.81001896321","811.85833628492;4092.59987840804;-782.800940765375","-1606.50179312531;5000;314.908956809084",2806.56510977727,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A272,2,274,"-1606.50179312531;5000;314.908956809084","811.85833628492;4092.59987840804;-782.800940765375","811.85833628492;4092.59987840804;-782.800940765375","-3496.54007033917;5709.16690268772;1172.81001896321","-1606.50179312531;-5000;314.908956809084","-3496.54007033917;-4290.83309731228;1172.81001896321",2193.43489022273,"-0;-10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A273,1,275,"-1592.7428138185;-5000;-3331.87517089938","69.996252154885;-2946.42071955013;-51.1186079282602","69.996252154885;-2946.42071955013;-51.1186079282602","-1903.57591142827;-5383.89692164705;-3945.18109835403","69.996252154885;-2946.42071955013;-51.1186079282602","-1592.7428138185;-5000;-3331.87517089938",4212.51144664144,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A273,2,275,"-1592.7428138185;-5000;-3331.87517089938","69.996252154885;-2946.42071955013;-51.1186079282602","69.996252154885;-2946.42071955013;-51.1186079282602","-1903.57591142827;-5383.89692164705;-3945.18109835403","-1592.7428138185;5000;-3331.87517089938","-1903.57591142827;4616.10307835296;-3945.18109835403",787.488553358563,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A274,1,276,"-1574.65981391307;298.460551002785;2855.46447150688","232.462995940462;202.716371570795;-1805.55904293842","-1574.65981391307;298.460551002785;2855.46447150688","232.462995940462;202.716371570795;-1805.55904293842","-1574.65981391307;298.460551002785;2855.46447150688","232.462995940462;202.716371570795;-1805.55904293842",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A275,1,277,"-1561.9368141303;4624.04884276696;3593.21278741863","3426.54560476326;4962.26087065698;3618.8210005628","-1561.9368141303;4624.04884276696;3593.21278741863","3426.54560476326;4962.26087065698;3618.8210005628","-1561.9368141303;4624.04884276696;3593.21278741863","3426.54560476326;4962.26087065698;3618.8210005628",5000.00000000001,"-0;-0;-0","NONE","DIRECT_FULL"
3,A276,1,278,"-1548.58886727104;-98.2144255899202;-4227.9844913351","-768.385068247016;4808.10762137702;-4793.03847409661","-1548.58886727104;-98.2144255899202;-4227.9844913351","-768.385068247016;4808.10762137702;-4793.03847409661","-1548.58886727104;-98.2144255899202;-4227.9844913351","-768.385068247016;4808.10762137702;-4793.03847409661",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A277,1,279,"-1538.64137353927;-650.382714172144;2840.70790805912","356.774037270775;-732.512169948754;5000","-1538.64137353927;-650.382714172144;2840.70790805912","1758.47884087487;-793.248857021624;6596.84788906741","-1538.64137353927;-650.382714172144;2840.70790805912","356.774037270775;-732.512169948754;5000",2874.34986829384,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A277,2,279,"-1538.64137353927;-650.382714172144;2840.70790805912","356.774037270775;-732.512169948754;5000","-1538.64137353927;-650.382714172144;2840.70790805912","1758.47884087487;-793.248857021624;6596.84788906741","356.774037270775;-732.512169948754;-5000","1758.47884087487;-793.248857021624;-3403.15211093259",2125.65013170616,"-0;-0;-10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A278,1,280,"-1489.57061795279;4386.19018971233;1992.54195980958","1540.97012933524;550.103182441659;943.609525533649","-1489.57061795279;4386.19018971233;1992.54195980958","1540.97012933524;550.103182441659;943.609525533649","-1489.57061795279;4386.19018971233;1992.54195980958","1540.97012933524;550.103182441659;943.609525533649",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A279,1,281,"-1465.67232088247;-2716.32934866515;2555.56071368742","559.91870832304;-5000;-209.547977391733","-1465.67232088247;-2716.32934866515;2555.56071368742","993.322869022494;-5488.62398563444;-801.182514779062","-1465.67232088247;-2716.32934866515;2555.56071368742","559.91870832304;-5000;-209.547977391733",4118.7372743169,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A279,2,281,"-1465.67232088247;-2716.32934866515;2555.56071368742","559.91870832304;-5000;-209.547977391733","-1465.67232088247;-2716.32934866515;2555.56071368742","993.322869022494;-5488.62398563444;-801.182514779062","559.91870832304;5000;-209.547977391733","993.322869022494;4511.37601436556;-801.182514779062",881.262725683096,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A280,1,282,"-1462.5326550549;-2061.1894796973;4271.08530302224","3482.02142277178;-1913.35280985366;4998.77293552472","-1462.5326550549;-2061.1894796973;4271.08530302224","3482.02142277178;-1913.35280985366;4998.77293552472","-1462.5326550549;-2061.1894796973;4271.08530302224","3482.02142277178;-1913.35280985366;4998.77293552472",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A281,1,283,"-1410.4247519827;-1801.71988954496;2327.68588257511","-777.434329676149;-5000;2312.15287707315","-1410.4247519827;-1801.71988954496;2327.68588257511","-439.686213597374;-6706.52358066054;2303.86484749095","-1410.4247519827;-1801.71988954496;2327.68588257511","-777.434329676149;-5000;2312.15287707315",3260.35486012245,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A281,2,283,"-1410.4247519827;-1801.71988954496;2327.68588257511","-777.434329676149;-5000;2312.15287707315","-1410.4247519827;-1801.71988954496;2327.68588257511","-439.686213597374;-6706.52358066054;2303.86484749095","-777.434329676149;5000;2312.15287707315","-439.686213597374;3293.47641933946;2303.86484749095",1739.64513987756,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A282,1,284,"-1370.47673295522;544.724842807719;-2522.27527979119","3254.3599382504;1055.73116491742;-692.040785679673","-1370.47673295522;544.724842807719;-2522.27527979119","3254.3599382504;1055.73116491742;-692.040785679673","-1370.47673295522;544.724842807719;-2522.27527979119","3254.3599382504;1055.73116491742;-692.040785679673",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A283,1,285,"-1347.78169267974;-3126.4867109101;-5000","-962.579873953287;-2230.1399563896;-4536.90451873769","-962.579873953287;-2230.1399563896;-4536.90451873769","-2746.01690991268;-6380.11516771922;-6680.97963032264","-962.579873953287;-2230.1399563896;-4536.90451873769","-1347.78169267974;-3126.4867109101;-5000",1079.9422995027,"-0;-0;-0","Z>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A283,2,285,"-1347.78169267974;-3126.4867109101;-5000","-962.579873953287;-2230.1399563896;-4536.90451873769","-962.579873953287;-2230.1399563896;-4536.90451873769","-2746.01690991268;-6380.11516771922;-6680.97963032264","-1347.78169267974;-3126.4867109101;5000","-2152.91734216583;-5000;4032.0536847076",2257.25840961064,"-0;-0;10000","Z>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A283,3,285,"-1347.78169267974;-3126.4867109101;-5000","-962.579873953287;-2230.1399563896;-4536.90451873769","-962.579873953287;-2230.1399563896;-4536.90451873769","-2746.01690991268;-6380.11516771922;-6680.97963032264","-2152.91734216583;5000;4032.0536847076","-2746.01690991268;3619.88483228078;3319.02036967736",1662.79929088666,"-0;10000;10000","Z>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A284,1,286,"-1289.85348481225;-922.684354973808;2795.09947323115","2697.27621127285;-1616.50014374302;-141.125388364235","-1289.85348481225;-922.684354973808;2795.09947323115","2697.27621127285;-1616.50014374302;-141.125388364235","-1289.85348481225;-922.684354973808;2795.09947323115","2697.27621127285;-1616.50014374302;-141.125388364235",4999.99999999999,"-0;-0;-0","NONE","DIRECT_FULL"
3,A285,1,287,"-1287.5492143397;510.037087201225;-3113.48050250706","1991.96950774375;3481.76950960515;-786.773954371387","-1287.5492143397;510.037087201225;-3113.48050250706","1991.96950774375;3481.76950960515;-786.773954371387","-1287.5492143397;510.037087201225;-3113.48050250706","1991.96950774375;3481.76950960515;-786.773954371387",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A286,1,288,"-1195.86508286475;1713.51827928881;-2864.80604719042","3280.3796441118;-513.312515087985;-2931.57248658817","-1195.86508286475;1713.51827928881;-2864.80604719042","3280.3796441118;-513.312515087985;-2931.57248658817","-1195.86508286475;1713.51827928881;-2864.80604719042","3280.3796441118;-513.312515087985;-2931.57248658817",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A287,1,289,"-1191.06447425374;4854.01252903279;3310.70161072481","3250.65348246953;2564.3602456412;3141.48573061371","-1191.06447425374;4854.01252903279;3310.70161072481","3250.65348246953;2564.3602456412;3141.48573061371","-1191.06447425374;4854.01252903279;3310.70161072481","3250.65348246953;2564.3602456412;3141.48573061371",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A288,1,290,"-1172.37821295477;3442.62672615013;-67.954334003678","3798.65040662973;3948.14092733008;-250.518995636845","-1172.37821295477;3442.62672615013;-67.954334003678","3798.65040662973;3948.14092733008;-250.518995636845","-1172.37821295477;3442.62672615013;-67.954334003678","3798.65040662973;3948.14092733008;-250.518995636845",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A289,1,291,"-1164.21722372438;4444.28286971334;3053.98346259342","726.959080512002;2620.85584286194;-1200.2574878045","-1164.21722372438;4444.28286971334;3053.98346259342","726.959080512002;2620.85584286194;-1200.2574878045","-1164.21722372438;4444.28286971334;3053.98346259342","726.959080512002;2620.85584286194;-1200.2574878045",4999.99999999999,"-0;-0;-0","NONE","DIRECT_FULL"
3,A290,1,292,"-1139.28564155133;-881.152943100944;-5000","-428.855427418372;-1323.86186994544;-4343.29479855752","-428.855427418372;-1323.86186994544;-4343.29479855752","-3767.53791624576;756.65851375922;-7429.49540314996","-428.855427418372;-1323.86186994544;-4343.29479855752","-1139.28564155133;-881.152943100944;-5000",1063.93797030767,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A290,2,292,"-1139.28564155133;-881.152943100944;-5000","-428.855427418372;-1323.86186994544;-4343.29479855752","-428.855427418372;-1323.86186994544;-4343.29479855752","-3767.53791624576;756.65851375922;-7429.49540314996","-1139.28564155133;-881.152943100944;5000","-3767.53791624576;756.65851375922;2570.50459685004",3936.06202969232,"-0;-0;10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A291,1,293,"-1122.31996570061;-2622.92397988768;-1872.3566919596","2775.91924704288;-149.022610723488;-3791.61255188984","-1122.31996570061;-2622.92397988768;-1872.3566919596","2775.91924704288;-149.022610723488;-3791.61255188984","-1122.31996570061;-2622.92397988768;-1872.3566919596","2775.91924704288;-149.022610723488;-3791.61255188984",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A292,1,294,"-1115.62918680786;-2644.33441256991;-4686.32069539784","-859.66131957779;-2117.32262155939;-5000","-1115.62918680786;-2644.33441256991;-4686.32069539784","810.181279259431;1320.71336413672;-7046.33132614073","-1115.62918680786;-2644.33441256991;-4686.32069539784","-859.66131957779;-2117.32262155939;-5000",664.571804287634,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A292,2,294,"-1115.62918680786;-2644.33441256991;-4686.32069539784","-859.66131957779;-2117.32262155939;-5000","-1115.62918680786;-2644.33441256991;-4686.32069539784","810.181279259431;1320.71336413672;-7046.33132614073","-859.66131957779;-2117.32262155939;5000","810.181279259431;1320.71336413672;2953.66867385927",4335.42819571237,"-0;-0;10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A293,1,295,"-1061.35395684506;-3390.18109115154;-2144.22934907679","3325.6147854483;-4782.55634713434;-4097.63570738216","-1061.35395684506;-3390.18109115154;-2144.22934907679","3325.6147854483;-4782.55634713434;-4097.63570738216","-1061.35395684506;-3390.18109115154;-2144.22934907679","3325.6147854483;-4782.55634713434;-4097.63570738216",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A294,1,296,"-1042.35387041865;-3835.56683670731;1322.40942771576","297.191363687103;-3081.76415771512;-3435.46825954447","-1042.35387041865;-3835.56683670731;1322.40942771576","297.191363687103;-3081.76415771512;-3435.46825954447","-1042.35387041865;-3835.56683670731;1322.40942771576","297.191363687103;-3081.76415771512;-3435.46825954447",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A295,1,297,"-1029.0689812948;-5000;-2318.12850182297","2558.25111562526;-2482.78222076087;-4391.09020975249","2558.25111562526;-2482.78222076087;-4391.09020975249","-1141.59646748062;-5078.96038859851;-2253.1035908447","2558.25111562526;-2482.78222076087;-4391.09020975249","-1029.0689812948;-5000;-2318.12850182297",4847.92956512635,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A295,2,297,"-1029.0689812948;-5000;-2318.12850182297","2558.25111562526;-2482.78222076087;-4391.09020975249","2558.25111562526;-2482.78222076087;-4391.09020975249","-1141.59646748062;-5078.96038859851;-2253.1035908447","-1029.0689812948;5000;-2318.12850182297","-1141.59646748062;4921.03961140149;-2253.1035908447",152.070434873646,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A296,1,298,"-1021.46911361414;4270.80141946141;-2415.39333624588","3776.25490871123;3333.24044315314;-3465.54743032255","-1021.46911361414;4270.80141946141;-2415.39333624588","3776.25490871123;3333.24044315314;-3465.54743032255","-1021.46911361414;4270.80141946141;-2415.39333624588","3776.25490871123;3333.24044315314;-3465.54743032255",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A297,1,299,"-1007.60012282569;5000;3090.79616140672","-59.3396500873241;4263.21052024876;1533.62062655584","-59.3396500873241;4263.21052024876;1533.62062655584","-2470.45984035822;6136.62825902396;5493.0152020068","-59.3396500873241;4263.21052024876;1533.62062655584","-1007.60012282569;5000;3090.79616140672",1966.43136365555,"-0;-0;-0","Y>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A297,2,299,"-1007.60012282569;5000;3090.79616140672","-59.3396500873241;4263.21052024876;1533.62062655584","-59.3396500873241;4263.21052024876;1533.62062655584","-2470.45984035822;6136.62825902396;5493.0152020068","-1007.60012282569;-5000;3090.79616140672","-2170.23239774885;-4096.64564367117;5000",2410.97950988609,"-0;-10000;-0","Y>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A297,3,299,"-1007.60012282569;5000;3090.79616140672","-59.3396500873241;4263.21052024876;1533.62062655584","-59.3396500873241;4263.21052024876;1533.62062655584","-2470.45984035822;6136.62825902396;5493.0152020068","-2170.23239774885;-4096.64564367117;-5000","-2470.45984035822;-3863.37174097604;-4506.9847979932",622.589126458359,"-0;-10000;-10000","Y>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A298,1,300,"-1001.0229248571;-1870.25182089103;120.667151387046","3968.80440840674;-1600.3748282402;-356.80817402925","-1001.0229248571;-1870.25182089103;120.667151387046","3968.80440840674;-1600.3748282402;-356.80817402925","-1001.0229248571;-1870.25182089103;120.667151387046","3968.80440840674;-1600.3748282402;-356.80817402925",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A299,1,301,"-950.257296144078;1499.49936863303;2966.68000651468","2461.7418969606;-459.051505773072;-119.148890008285","-950.257296144078;1499.49936863303;2966.68000651468","2461.7418969606;-459.051505773072;-119.148890008285","-950.257296144078;1499.49936863303;2966.68000651468","2461.7418969606;-459.051505773072;-119.148890008285",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A300,1,302,"-949.22480432159;5000;-4331.0400569523","-763.662178220516;4081.87991189255;-4848.22162822102","-763.662178220516;4081.87991189255;-4848.22162822102","-1630.79438494194;8372.2454599757;-2431.43756672781","-763.662178220516;4081.87991189255;-4848.22162822102","-949.22480432159;5000;-4331.0400569523",1069.97886056311,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A300,2,302,"-949.22480432159;5000;-4331.0400569523","-763.662178220516;4081.87991189255;-4848.22162822102","-763.662178220516;4081.87991189255;-4848.22162822102","-1630.79438494194;8372.2454599757;-2431.43756672781","-949.22480432159;-5000;-4331.0400569523","-1630.79438494194;-1627.7545400243;-2431.43756672781",3930.02113943689,"-0;-10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A301,1,303,"-943.883047879913;-1796.63283259212;-2999.87574297452","778.809805718535;-5000;-3395.28955843804","-943.883047879913;-1796.63283259212;-2999.87574297452","1410.40281713073;-6174.45446627116;-3540.2606146196","-943.883047879913;-1796.63283259212;-2999.87574297452","778.809805718535;-5000;-3395.28955843804",3658.6314329986,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A301,2,303,"-943.883047879913;-1796.63283259212;-2999.87574297452","778.809805718535;-5000;-3395.28955843804","-943.883047879913;-1796.63283259212;-2999.87574297452","1410.40281713073;-6174.45446627116;-3540.2606146196","778.809805718535;5000;-3395.28955843804","1410.40281713073;3825.54553372884;-3540.2606146196",1341.3685670014,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A302,1,304,"-939.621197616654;-3684.98516091987;-605.647591962363","-885.05274629301;-5000;-1223.84486893666","-939.621197616654;-3684.98516091987;-605.647591962363","-751.984807019841;-8206.73045515241;-2731.35031788846","-939.621197616654;-3684.98516091987;-605.647591962363","-885.05274629301;-5000;-1223.84486893666",1454.10096490555,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A302,2,304,"-939.621197616654;-3684.98516091987;-605.647591962363","-885.05274629301;-5000;-1223.84486893666","-939.621197616654;-3684.98516091987;-605.647591962363","-751.984807019841;-8206.73045515241;-2731.35031788846","-885.05274629301;5000;-1223.84486893666","-751.984807019841;1793.26954484759;-2731.35031788846",3545.89903509445,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A303,1,305,"-924.116992474872;-1871.61122667849;-1439.10685171816","3252.41366437023;163.48285637705;408.860611616995","-924.116992474872;-1871.61122667849;-1439.10685171816","3252.41366437023;163.48285637705;408.860611616995","-924.116992474872;-1871.61122667849;-1439.10685171816","3252.41366437023;163.48285637705;408.860611616995",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A304,1,306,"-921.723081166874;-5000;2627.22017736635","332.497919081818;-3199.28761618887;2502.4048666386","332.497919081818;-3199.28761618887;2502.4048666386","-2520.59504579702;-7295.53527350208;2786.33384317136","332.497919081818;-3199.28761618887;2502.4048666386","-921.723081166874;-5000;2627.22017736635",2198.00233586492,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A304,2,306,"-921.723081166874;-5000;2627.22017736635","332.497919081818;-3199.28761618887;2502.4048666386","332.497919081818;-3199.28761618887;2502.4048666386","-2520.59504579702;-7295.53527350208;2786.33384317136","-921.723081166874;5000;2627.22017736635","-2520.59504579702;2704.46472649792;2786.33384317136",2801.99766413508,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A305,1,307,"-910.643496863629;-450.056741007482;-1105.08540016829","4080.52349906419;-697.387397598801;-940.526702218454","-910.643496863629;-450.056741007482;-1105.08540016829","4080.52349906419;-697.387397598801;-940.526702218454","-910.643496863629;-450.056741007482;-1105.08540016829","4080.52349906419;-697.387397598801;-940.526702218454",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A306,1,308,"-908.524734493589;3603.37968043794;1710.26256478597","3956.85337702761;3624.65202077418;2862.4966206388","-908.524734493589;3603.37968043794;1710.26256478597","3956.85337702761;3624.65202077418;2862.4966206388","-908.524734493589;3603.37968043794;1710.26256478597","3956.85337702761;3624.65202077418;2862.4966206388",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A307,1,309,"-885.05274629301;5000;-1223.84486893666","-751.984807019842;1793.26954484759;-2731.35031788847","-751.984807019842;1793.26954484759;-2731.35031788847","-939.621197616653;6315.01483908013;-605.647591962359","-751.984807019842;1793.26954484759;-2731.35031788847","-885.05274629301;5000;-1223.84486893666",3545.89903509446,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A307,2,309,"-885.05274629301;5000;-1223.84486893666","-751.984807019842;1793.26954484759;-2731.35031788847","-751.984807019842;1793.26954484759;-2731.35031788847","-939.621197616653;6315.01483908013;-605.647591962359","-885.05274629301;-5000;-1223.84486893666","-939.621197616653;-3684.98516091987;-605.647591962359",1454.10096490554,"-0;-10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A308,1,310,"-859.66131957779;-2117.32262155939;5000","810.181279259444;1320.71336413673;2953.66867385928","810.181279259444;1320.71336413673;2953.66867385928","-1115.62918680786;-2644.33441256991;5313.67930460216","810.181279259444;1320.71336413673;2953.66867385928","-859.66131957779;-2117.32262155939;5000",4335.42819571237,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A308,2,310,"-859.66131957779;-2117.32262155939;5000","810.181279259444;1320.71336413673;2953.66867385928","810.181279259444;1320.71336413673;2953.66867385928","-1115.62918680786;-2644.33441256991;5313.67930460216","-859.66131957779;-2117.32262155939;-5000","-1115.62918680786;-2644.33441256991;-4686.32069539784",664.571804287629,"-0;-0;-10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A309,1,311,"-816.786552340955;1153.60241984912;3248.23555409033","3846.87436003794;1929.17934483832;4875.73281300462","-816.786552340955;1153.60241984912;3248.23555409033","3846.87436003794;1929.17934483832;4875.73281300462","-816.786552340955;1153.60241984912;3248.23555409033","3846.87436003794;1929.17934483832;4875.73281300462",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A310,1,312,"-777.434329676149;5000;2312.15287707315","-439.686213597374;3293.47641933945;2303.86484749095","-439.686213597374;3293.47641933945;2303.86484749095","-1410.4247519827;8198.28011045503;2327.6858825751","-439.686213597374;3293.47641933945;2303.86484749095","-777.434329676149;5000;2312.15287707315",1739.64513987756,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A310,2,312,"-777.434329676149;5000;2312.15287707315","-439.686213597374;3293.47641933945;2303.86484749095","-439.686213597374;3293.47641933945;2303.86484749095","-1410.4247519827;8198.28011045503;2327.6858825751","-777.434329676149;-5000;2312.15287707315","-1410.4247519827;-1801.71988954497;2327.6858825751",3260.35486012244,"-0;-10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A311,1,313,"-775.312506684465;1207.43249816536;3820.471398528","1531.21178765571;3207.76701415233;5000","-775.312506684465;1207.43249816536;3820.471398528","2748.22555484773;4263.22290114178;5622.36610744169","-775.312506684465;1207.43249816536;3820.471398528","1531.21178765571;3207.76701415233;5000",3273.02310073131,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
