Group,MediumID,ExcelRow,RawLength,BoundaryEndpointCount,P1BoundaryAxes,P2BoundaryAxes,HasAbs500Coordinate,Classification,Status,InteriorPointXYZ,BoundaryPointXYZ,ObservedDirectionXYZ,MissingLength,OriginalStartXYZ,OriginalEndXYZ,ForwardPieceCount,BoundaryEventSequence,ObservedPieceMatched,MatchedPieceIndex,MatchedPieceTranslationXYZ,ReplayError,PhysicalCandidateCount,IsUniquelyReconstructed,Reason
3,A268,270,4844.16844643241,1,"NONE","Y-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-1678.84298934076;-3136.82305666654;1160.98133744767","2697.56123343217;-5000;243.579738289891","0.903437663485056;-0.384622657931236;-0.189382679257039",155.831553567588,"-1678.84298934076;-3136.82305666654;1160.98133744767","2838.34532808452;-5059.93634632272;214.067941162474",2,"Y",1,1,"-0;-0;-0",4.68742840168677e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A269,271,4267.81119649178,1,"NONE","Z+5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-1668.94292631907;-2095.64445248237;2000.7498810709","-352.052958113104;-4831.42805953957;5000","0.308563314442887;-0.641027327850413;0.702760731635583",732.188803508217,"-1668.94292631907;-2095.64445248237;2000.7498810709","-126.126354104637;-5300.78109173443;5514.55353924882",3,"Z>Y",1,1,"-0;-0;-0",5.6843418860808e-14,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A270,272,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.85006366258767;-0.484542049924032;-0.206423766566385",0,"-1638.21381065445;-2001.95466930316;1739.68347518704","2612.1045022839;-4424.66491892332;707.564642355113",1,"NONE",1,1,"-0;-0;-0",1.13686837721616e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A271,273,3930.02113943689,1,"NONE","Y-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-1630.79438494195;-1627.7545400243;-2431.43756672781","-949.22480432159;-5000;-4331.0400569523","0.173426441344287;-0.85807310961663;-0.483356812298642",1069.97886056311,"-1630.79438494195;-1627.7545400243;-2431.43756672781","-763.662178220514;-5918.12008810745;-4848.22162822102",2,"Y",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A272,274,2806.56510977727,1,"Y+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","811.85833628492;4092.59987840804;-782.800940765375","-1606.50179312531;5000;314.908956809084","-0.861679681324818;0.323313404855935;0.391122191945717",2193.43489022273,"811.85833628492;4092.59987840804;-782.800940765375","-3496.54007033917;5709.16690268772;1172.81001896321",2,"Y",1,1,"-0;-0;-0",5.6843418860808e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A273,275,4212.51144664144,1,"Y-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","69.996252154885;-2946.42071955013;-51.1186079282602","-1592.7428138185;-5000;-3331.87517089938","-0.39471443271663;-0.487495240419383;-0.778812498085153",787.488553358564,"69.996252154885;-2946.42071955013;-51.1186079282602","-1903.57591142827;-5383.89692164705;-3945.18109835403",2,"Y",1,1,"-0;-0;-0",5.08422994585042e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A274,276,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.361424561970706;-0.019148835886398;-0.932204702889059",0,"-1574.65981391307;298.460551002785;2855.46447150688","232.462995940462;202.716371570795;-1805.55904293842",1,"NONE",1,1,"-0;-0;-0",2.34371420084339e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A275,277,5000.00000000001,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.997696483778711;0.067642405578004;0.00512164262883397",0,"-1561.9368141303;4624.04884276696;3593.21278741863","3426.54560476326;4962.26087065698;3618.8210005628",1,"NONE",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A276,278,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.156040759804805;0.981264409393388;-0.113010796552302",0,"-1548.58886727104;-98.2144255899202;-4227.9844913351","-768.385068247016;4808.10762137702;-4793.03847409661",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A277,279,2874.34986829384,1,"NONE","Z+5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-1538.64137353927;-650.382714172144;2840.70790805912","356.774037270775;-732.512169948754;5000","0.659424042882828;-0.0285732285698959;0.751227996201658",2125.65013170616,"-1538.64137353927;-650.382714172144;2840.70790805912","1758.47884087487;-793.248857021624;6596.84788906741",2,"Z",1,1,"-0;-0;-0",3.41060513164848e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A278,280,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.606108149457606;-0.767217401454135;-0.209786486855186",0,"-1489.57061795279;4386.19018971233;1992.54195980958","1540.97012933524;550.103182441659;943.609525533649",1,"NONE",1,1,"-0;-0;-0",2.54211497292521e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A279,281,4118.7372743169,1,"NONE","Y-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-1465.67232088247;-2716.32934866515;2555.56071368742","559.91870832304;-5000;-209.547977391733","0.491799037980993;-0.554458927393857;-0.671348645693297",881.262725683096,"-1465.67232088247;-2716.32934866515;2555.56071368742","993.322869022494;-5488.62398563444;-801.182514779062",2,"Y",1,1,"-0;-0;-0",3.81317245938781e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A280,282,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.988910815565337;0.0295673339687281;0.145537526500496",0,"-1462.5326550549;-2061.1894796973;4271.08530302224","3482.02142277178;-1913.35280985366;4998.77293552472",1,"NONE",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A281,283,3260.35486012245,1,"NONE","Y-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-1410.4247519827;-1801.71988954496;2327.68588257511","-777.434329676149;-5000;2312.15287707315","0.194147707677065;-0.980960738223117;-0.00476420701683269",1739.64513987755,"-1410.4247519827;-1801.71988954496;2327.68588257511","-439.686213597374;-6706.52358066054;2303.86484749095",2,"Y",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A282,284,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.924967334241124;0.10220126442194;0.366046898822303",0,"-1370.47673295522;544.724842807719;-2522.27527979119","3254.3599382504;1055.73116491742;-692.040785679673",1,"NONE",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A283,285,1079.9422995027,1,"Z-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-962.579873953287;-2230.1399563896;-4536.90451873769","-1347.78169267974;-3126.4867109101;-5000","-0.356687407191879;-0.829995042265924;-0.42881502231699",3920.0577004973,"-962.579873953287;-2230.1399563896;-4536.90451873769","-2746.01690991268;-6380.11516771922;-6680.97963032264",3,"Z>Y",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A284,286,4999.99999999999,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.797425939217021;-0.138763157753843;-0.587244972319078",0,"-1289.85348481225;-922.684354973808;2795.09947323115","2697.27621127285;-1616.50014374302;-141.125388364235",1,"NONE",1,1,"-0;-0;-0",1.70530256582424e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A285,287,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.65590374441669;0.594346484480785;0.465341309627135",0,"-1287.5492143397;510.037087201225;-3113.48050250706","1991.96950774375;3481.76950960515;-786.773954371387",1,"NONE",1,1,"-0;-0;-0",1.13686837721616e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A286,288,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.89524894539531;-0.445366158875359;-0.0133532878795499",0,"-1195.86508286475;1713.51827928881;-2864.80604719042","3280.3796441118;-513.312515087985;-2931.57248658817",1,"NONE",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A287,289,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.888343591344653;-0.457930456678318;-0.03384317602222",0,"-1191.06447425374;4854.01252903279;3310.70161072481","3250.65348246953;2564.3602456412;3141.48573061371",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A288,290,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.9942057239169;0.10110284023599;-0.0365129323266334",0,"-1172.37821295477;3442.62672615013;-67.954334003678","3798.65040662973;3948.14092733008;-250.518995636845",1,"NONE",1,1,"-0;-0;-0",4.55634663634368e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A289,291,4999.99999999999,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.378235260847277;-0.364685405370281;-0.850848190079585",0,"-1164.21722372438;4444.28286971334;3053.98346259342","726.959080512002;2620.85584286194;-1200.2574878045",1,"NONE",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A290,292,1063.93797030767,1,"Z-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-428.855427418372;-1323.86186994544;-4343.29479855752","-1139.28564155133;-881.152943100944;-5000","-0.667736497765478;0.416104076740932;-0.617240120918488",3936.06202969233,"-428.855427418372;-1323.86186994544;-4343.29479855752","-3767.53791624576;756.65851375922;-7429.49540314996",2,"Z",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A291,293,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.779647842548698;0.494780273832838;-0.383851171986048",0,"-1122.31996570061;-2622.92397988768;-1872.3566919596","2775.91924704288;-149.022610723488;-3791.61255188984",1,"NONE",1,1,"-0;-0;-0",4.55634663634368e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A292,294,664.571804287634,1,"NONE","Z-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-1115.62918680786;-2644.33441256991;-4686.32069539784","-859.66131957779;-2117.32262155939;-5000","0.385162093213458;0.793009555341327;-0.472002126148578",4335.42819571237,"-1115.62918680786;-2644.33441256991;-4686.32069539784","810.181279259431;1320.71336413672;-7046.33132614073",2,"Z",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A293,295,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.877393748458672;-0.27847505119656;-0.390681271661074",0,"-1061.35395684506;-3390.18109115154;-2144.22934907679","3325.6147854483;-4782.55634713434;-4097.63570738216",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A294,296,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.267909046821151;0.150760535798438;-0.951575537452046",0,"-1042.35387041865;-3835.56683670731;1322.40942771576","297.191363687103;-3081.76415771512;-3435.46825954447",1,"NONE",1,1,"-0;-0;-0",5.6843418860808e-14,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A295,297,4847.92956512635,1,"Y-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","2558.25111562526;-2482.78222076087;-4391.09020975249","-1029.0689812948;-5000;-2318.12850182297","-0.739969516621177;-0.519235633567527;0.427597323781558",152.070434873646,"2558.25111562526;-2482.78222076087;-4391.09020975249","-1141.59646748062;-5078.96038859851;-2253.1035908447",2,"Y",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A296,298,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.959544804465073;-0.187512195261654;-0.210030818815334",0,"-1021.46911361414;4270.80141946141;-2415.39333624588","3776.25490871123;3333.24044315314;-3465.54743032255",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A297,299,1966.43136365555,1,"Y+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-59.3396500873241;4263.21052024876;1533.62062655584","-1007.60012282569;5000;3090.79616140672","-0.48222403805418;0.374683547755039;0.791878915090191",3033.56863634445,"-59.3396500873241;4263.21052024876;1533.62062655584","-2470.45984035822;6136.62825902396;5493.0152020068",3,"Y>Z",1,1,"-0;-0;-0",3.41060513164848e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A298,300,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.993965466652767;0.053975398530166;-0.0954950650832591",0,"-1001.0229248571;-1870.25182089103;120.667151387046","3968.80440840674;-1600.3748282402;-356.80817402925",1,"NONE",1,1,"-0;-0;-0",5.6843418860808e-14,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A299,301,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.682399838620935;-0.39171017488122;-0.617165779304593",0,"-950.257296144078;1499.49936863303;2966.68000651468","2461.7418969606;-459.051505773072;-119.148890008285",1,"NONE",1,1,"-0;-0;-0",4.54969341307734e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A300,302,1069.97886056311,1,"Y+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-763.662178220516;4081.87991189255;-4848.22162822102","-949.22480432159;5000;-4331.0400569523","-0.173426441344285;0.85807310961663;0.483356812298642",3930.02113943689,"-763.662178220516;4081.87991189255;-4848.22162822102","-1630.79438494194;8372.2454599757;-2431.43756672781",2,"Y",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A301,303,3658.6314329986,1,"NONE","Y-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-943.883047879913;-1796.63283259212;-2999.87574297452","778.809805718535;-5000;-3395.28955843804","0.470857173002129;-0.875564326735808;-0.108076974329016",1341.3685670014,"-943.883047879913;-1796.63283259212;-2999.87574297452","1410.40281713073;-6174.45446627116;-3540.2606146196",2,"Y",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A302,304,1454.10096490555,1,"NONE","Y-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-939.621197616654;-3684.98516091987;-605.647591962363","-885.05274629301;-5000;-1223.84486893666","0.0375272781193626;-0.904349058846509;-0.425140545185219",3545.89903509446,"-939.621197616654;-3684.98516091987;-605.647591962363","-751.984807019841;-8206.73045515241;-2731.35031788846",2,"Y",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A303,305,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.83530613136902;0.407018816611108;0.369593492667031",0,"-924.116992474872;-1871.61122667849;-1439.10685171816","3252.41366437023;163.48285637705;408.860611616995",1,"NONE",1,1,"-0;-0;-0",4.6960370928725e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A304,306,2198.00233586492,1,"Y-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","332.497919081818;-3199.28761618887;2502.4048666386","-921.723081166874;-5000;2627.22017736635","-0.570618592975767;-0.819249531462642;0.0567857953065526",2801.99766413508,"332.497919081818;-3199.28761618887;2502.4048666386","-2520.59504579702;-7295.53527350208;2786.33384317136",2,"Y",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A305,307,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.998233399185565;-0.0494661313182638;0.0329117395899672",0,"-910.643496863629;-450.056741007482;-1105.08540016829","4080.52349906419;-697.387397598801;-940.526702218454",1,"NONE",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A306,308,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.973075622304239;0.00425446806724803;0.230446811170566",0,"-908.524734493589;3603.37968043794;1710.26256478597","3956.85337702761;3624.65202077418;2862.4966206388",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A307,309,3545.89903509446,1,"Y+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-751.984807019842;1793.26954484759;-2731.35031788847","-885.05274629301;5000;-1223.84486893666","-0.0375272781193623;0.904349058846508;0.425140545185222",1454.10096490554,"-751.984807019842;1793.26954484759;-2731.35031788847","-939.621197616653;6315.01483908013;-605.647591962359",2,"Y",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A308,310,4335.42819571237,1,"Z+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","810.181279259444;1320.71336413673;2953.66867385928","-859.66131957779;-2117.32262155939;5000","-0.385162093213461;-0.793009555341327;0.472002126148575",664.57180428763,"810.181279259444;1320.71336413673;2953.66867385928","-1115.62918680786;-2644.33441256991;5313.67930460216",2,"Z",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A309,311,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.932732182475779;0.15511538499784;0.325499451782858",0,"-816.786552340955;1153.60241984912;3248.23555409033","3846.87436003794;1929.17934483832;4875.73281300462",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A310,312,1739.64513987756,1,"Y+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-439.686213597374;3293.47641933945;2303.86484749095","-777.434329676149;5000;2312.15287707315","-0.194147707677065;0.980960738223117;0.00476420701683071",3260.35486012244,"-439.686213597374;3293.47641933945;2303.86484749095","-1410.4247519827;8198.28011045503;2327.6858825751",2,"Y",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A311,313,3273.0231007313,1,"NONE","Z+5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-775.312506684465;1207.43249816536;3820.471398528","1531.21178765571;3207.76701415233;5000","0.704707612306439;0.611158080595284;0.360378941782737",1726.9768992687,"-775.312506684465;1207.43249816536;3820.471398528","2748.22555484773;4263.22290114178;5622.36610744169",2,"Z",1,1,"-0;-0;-0",6.43109871076874e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A312,314,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.970418890099188;0.221175904094302;-0.096790480868356",0,"-720.662959498911;1395.74107118604;-3368.76689505706","4131.43149099703;2501.62059165755;-3852.71929939884",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A313,315,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.995705754219202;0.028882373761804;-0.0879537350011559",0,"-704.26011590517;1397.35574361483;-2062.10024317056","4274.26865519084;1541.76761242385;-2501.86891817634",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A314,316,4793.50417987968,1,"NONE","Y-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-658.666884309651;-2631.64145942732;2307.07644646147","-238.999264181734;-5000;-1839.3001927787","0.0875492342093776;-0.494076661185289;-0.864999066162125",206.495820120316,"-658.666884309651;-2631.64145942732;2307.07644646147","-220.920713262763;-5102.02476535376;-2017.91888434916",2,"Y",1,1,"-0;-0;-0",4.55634663634368e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A315,317,1957.18336858997,1,"Y+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","469.851244695014;3577.64278995776;1745.22472285259","-650.511828604231;5000;1002.08725958384","-0.572436436605527;0.726736816217154;-0.379697413740101",3042.81663141003,"469.851244695014;3577.64278995776;1745.22472285259","-2392.33093833262;7211.32687104353;-153.262345847913",2,"Y",1,1,"-0;-0;-0",1.13686837721616e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A316,318,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.815291758446604;-0.091681957262098;0.571746243819438",0,"-628.303131437458;3941.83493952219;-2970.13746682894","3448.15566079556;3483.4251532117;-111.406247731752",1,"NONE",1,1,"-0;-0;-0",4.2632564145606e-14,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A317,319,2629.61794473875,1,"NONE","Z+5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-611.897627660977;-1832.7227813926;3058.5871537184","-9.33664821784089;-164.572020328917;5000","0.229143925888063;0.634370009681925;0.738287039060527",2370.38205526125,"-611.897627660977;-1832.7227813926;3058.5871537184","533.822001779337;1339.12726701702;6750.02234902104",2,"Z",1,1,"-0;-0;-0",2.53422066947322e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A318,320,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.827236960554579;-0.521667176841346;-0.208668080210659",0,"-600.293524099337;2058.66606159803;544.869717003619","3535.89127867356;-549.669822608702;-498.470684049675",1,"NONE",1,1,"-0;-0;-0",4.68742840168677e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A319,321,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.990264532608354;0.0684272529687362;-0.121218259800704",0,"-541.389696544848;-4477.10912074193;229.79011253271","4409.93296649692;-4134.97285589825;-376.301186470811",1,"NONE",1,1,"-0;-0;-0",9.11269327268735e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A320,322,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.61732417457704;-0.42111104888834;0.664512112746592",0,"-533.710007971979;-580.055111920089;-1355.23468988366","2552.91086491322;-2685.61035636179;1967.3258738493",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A321,323,3979.18308966163,1,"NONE","Z-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-514.141679471809;3603.84491387508;-1790.11529514643","1578.72833284756;4676.42747672536;-5000","0.525954690990944;0.26954843209828;-0.806669266662602",1020.81691033837,"-514.141679471809;3603.84491387508;-1790.11529514643","2115.63177548291;4951.58707436648;-5823.46162845944",2,"Z",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A322,324,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.974206354377921;-0.138940987834114;-0.177812769477791",0,"-503.316277716019;-2536.20202748796;434.485855444772","4367.71549417358;-3230.90696665853;-454.577991944181",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A323,325,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.937264856488586;-0.207717897645375;0.279978327356272",0,"-465.372955518574;308.12634250627;-2814.46533546512","4220.95132692436;-730.463145720607;-1414.57369868376",1,"NONE",1,1,"-0;-0;-0",1.13686837721616e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A324,326,5000.00000000001,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.763608967581822;-0.222597588935744;-0.606095419904009",0,"-436.455355049266;-1018.12076494026;319.488721381171","3381.58948285985;-2131.10870961898;-2710.98837813888",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A325,327,4998.981194219,1,"NONE","Y-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-425.685083763202;-2747.83684877655;-2647.37640701039","3242.9911355031;-5000;-106.040357091689","0.733884781064768;-0.450524429623366;0.508370796204953",1.01880578100099,"-425.685083763202;-2747.83684877655;-2647.37640701039","3243.73882156064;-5000.45899689338;-105.522425985623",2,"Y",1,1,"-0;-0;-0",5.21753229085272e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A326,328,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.85718199861031;-0.445287680802186;0.258762251080496",0,"-418.74576243275;632.329806281322;-4816.96976636464","3867.1642306188;-1594.10859772961;-3523.15851096216",1,"NONE",1,1,"-0;-0;-0",5.08422994585042e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
